Area,T Sub,D Sub,ID,Longitude,Latitude,Substation Number,Substation Name
p169u,p169uhs30_1247_69,p169uhs30_1247,p169ulv336,-97.56679731,32.93599193,2154,AZLE 5
p169u,p169uhs31_1247_69,p169uhs31_1247,p169ulv359,-97.62725995,32.87042395,1900,WEATHERFORD 2
p169u,p169uhs32_1247_69,p169uhs32_1247,p169ulv406,-97.67677909,32.78149101,2156,ALEDO 5
p169u,p169uhs33_1247_69,p169uhs33_1247,p169ulv417,-97.57913618,32.80714714,2171,AZLE 7
p169u,p169uhs34_1247_69,p169uhs34_1247,p169ulv463,-97.63152661,32.74205884,2157,ALEDO 6
p169u,p169uhs35_1247_69,p169uhs35_1247,p169ulv494,-97.64796065,32.67711466,2158,ALEDO 7
p169u,p169uhs36_1247_69,p169uhs36_1247,p169ulv513,-97.60838006,32.5758847,2159,CRESSON 5
p169u,p169uhs38_1247_69,p169uhs38_1247,p169ulv1396,-97.74909109,32.49420223,2162,GRANBURY 6
p169u,p169uhs39_1247_69,p169uhs39_1247,p169ulv585,-97.77330421,32.46915421,2162,GRANBURY 6
p169u,p169uhs3_1247_69,p169uhs3_1247,p169ulv481,-97.61030094,32.69562557,2130,ALEDO 3
p169u,p169uhs40_1247_69,p169uhs40_1247,p169ulv591,-97.77596993,32.44411185,2139,GRANBURY 3
p169u,p169uhs41_1247_69,p169uhs41_1247,p169ulv636,-97.75915767,32.40097459,2164,GRANBURY 8
p169u,p169uhs43_1247_69,p169uhs43_1247,p169ulv739,-97.72684114,32.49230767,2166,GRANBURY 9
p169u,p169uhs44_1247_69,p169uhs44_1247,p169ulv820,-97.64545732,32.38301719,2167,RAINBOW 3
p169u,p169uhs45_1247_69,p169uhs45_1247,p169ulv21579,-97.78462209,32.29874781,2172,GLEN ROSE 4
p169u,p169uhs4_1247_69,p169uhs4_1247,p169ulv1559,-97.75307176,32.24315885,2168,GLEN ROSE 3
p169u,p169uhs5_1247_69,p169uhs5_1247,p169ulv809,-97.66850632,32.36710847,2131,RAINBOW 2
p169u,p169uhs6_1247_69,p169uhs6_1247,p169ulv131,-97.76727035,32.81966703,2132,WEATHERFORD 5
p169u,p169uhs9_1247_69,p169uhs9_1247,p169ulv37648,-97.78087954,32.2998483,2172,GLEN ROSE 4
p170u,p170uhs3_1247_69,p170uhs3_1247,p170ulv259,-97.61391041,33.19456393,2173,DECATUR 4
p170u,p170uhs5_1247_69,p170uhs5_1247,p170ulv2512,-97.76258861,33.19242681,2174,BRIDGEPORT 2
p170u,p170uhs6_1247_69,p170uhs6_1247,p170ulv17,-97.51595622,33.07239673,2175,BOYD 3
p170u,p170uhs7_1247_69,p170uhs7_1247,p170ulv31,-97.49155357,33.03160844,2176,NEWARK 4
p170u,p170uhs8_1247_69,p170uhs8_1247,p170ulv21,-97.43817161,33.10052348,2177,RHOME 3
p170u,p170uhs9_1247_69,p170uhs9_1247,p170ulv47,-97.38444142,32.99065727,2178,HASLET 3
p172u,p172uhs17_1247_69,p172uhs17_1247,p172ulv7407,-95.66383725,32.25905064,4235,BROWNSBORO 1
p172u,p172uhs40_1247_69,p172uhs40_1247,p172ulv1046,-95.71810998,32.45773872,4536,BEN WHEELER 4
p172u,p172uhs59_1247_69,p172uhs59_1247,p172ulv1051,-95.69112128,32.37142727,4472,MURCHISON 3
p173u,p173uhs0_1247_69,p173uhs0_1247,p173ulv377,-96.6764018,32.52832599,1572,FERRIS 3
p173u,p173uhs10_1247_69,p173uhs10_1247,p173ulv246,-96.81957637,32.464002,1533,RED OAK 3
p173u,p173uhs11_1247_69,p173uhs11_1247,p173ulv600,-96.94833275,32.52074685,1542,RED OAK 7
p173u,p173uhs12_1247_69,p173uhs12_1247,p173ulv395,-96.57114352,32.46108359,1282,PALMER 1
p173u,p173uhs13_1247_69,p173uhs13_1247,p173ulv592,-97.03743849,32.45813531,1542,RED OAK 7
p173u,p173uhs14_1247_69,p173uhs14_1247,p173ulv37,-96.90210442,32.53181496,1541,RED OAK 6
p173u,p173uhs15_1247_69,p173uhs15_1247,p173ulv64,-96.93312024,32.48406029,1542,RED OAK 7
p173u,p173uhs16_1247_69,p173uhs16_1247,p173ulv928,-96.85977661,32.33382691,1539,WAXAHACHIE 3
p173u,p173uhs17_1247_69,p173uhs17_1247,p173ulv735,-96.8559037,32.44547903,1535,RED OAK 4
p173u,p173uhs18_1247_69,p173uhs18_1247,p173ulv1202,-97.05512734,32.46216442,1542,RED OAK 7
p173u,p173uhs1_1247_69,p173uhs1_1247,p173ulv4073,-96.59423195,32.29357963,1291,ENNIS 1
p173u,p173uhs20_1247_69,p173uhs20_1247,p173ulv12,-97.01068506,32.49745087,1542,RED OAK 7
p173u,p173uhs22_1247_69,p173uhs22_1247,p173ulv187,-96.79587385,32.52078295,1538,RED OAK 5
p173u,p173uhs23_1247_69,p173uhs23_1247,p173ulv956,-96.85187524,32.37778149,1539,WAXAHACHIE 3
p173u,p173uhs25_1247_69,p173uhs25_1247,p173ulv6,-97.04200896,32.44060563,1542,RED OAK 7
p173u,p173uhs26_1247_69,p173uhs26_1247,p173ulv130,-96.90746094,32.47004744,1542,RED OAK 7
p173u,p173uhs27_1247_69,p173uhs27_1247,p173ulv55,-96.85970653,32.53866575,1541,RED OAK 6
p173u,p173uhs28_1247_69,p173uhs28_1247,p173ulv58,-96.88508911,32.51773068,1542,RED OAK 7
p173u,p173uhs29_1247_69,p173uhs29_1247,p173ulv108,-96.965917,32.44386046,1542,RED OAK 7
p173u,p173uhs30_1247_69,p173uhs30_1247,p173ulv152,-96.81403602,32.53823474,1480,RED OAK 1
p173u,p173uhs31_1247_69,p173uhs31_1247,p173ulv197,-96.76994734,32.5170873,1538,RED OAK 5
p173u,p173uhs32_1247_69,p173uhs32_1247,p173ulv307,-96.74928806,32.46795808,1544,RED OAK 9
p173u,p173uhs33_1247_69,p173uhs33_1247,p173ulv263,-96.84090366,32.4273571,1548,WAXAHACHIE 5
p173u,p173uhs34_1247_69,p173uhs34_1247,p173ulv317,-96.96546923,32.34472958,1530,WAXAHACHIE 2
p173u,p173uhs37_1247_69,p173uhs37_1247,p173ulv4693,-96.50435051,32.2440506,1547,RICE 4
p173u,p173uhs38_1247_69,p173uhs38_1247,p173ulv57203,-96.63768505,32.36705507,1551,ENNIS 7
p173u,p173uhs3_1247_69,p173uhs3_1247,p173ulv265,-96.84855599,32.41855978,1548,WAXAHACHIE 5
p173u,p173uhs4_1247_69,p173uhs4_1247,p173ulv1036,-96.62558842,32.35910571,1551,ENNIS 7
p173u,p173uhs5_1247_69,p173uhs5_1247,p173ulv389,-96.66782923,32.44559904,1528,PALMER 2
p173u,p173uhs6_1247_69,p173uhs6_1247,p173ulv1078,-96.59687341,32.27766069,1291,ENNIS 1
p173u,p173uhs7_1247_69,p173uhs7_1247,p173ulv132,-96.87099044,32.43917436,1535,RED OAK 4
p173u,p173uhs8_1247_69,p173uhs8_1247,p173ulv1015,-96.64605298,32.34991145,1531,ENNIS 5
p179u,p179uhs0_1247_69,p179uhs0_1247,p179ulv1524,-96.15291552,33.12746912,2833,GREENVILLE 2
p179u,p179uhs11_1247_69,p179uhs11_1247,p179ulv156,-96.09678952,33.12172439,2843,GREENVILLE 6
p179u,p179uhs14_1247_69,p179uhs14_1247,p179ulv250,-95.83964305,33.13103069,2844,CUMBY 2
p179u,p179uhs15_1247_69,p179uhs15_1247,p179ulv110,-96.25233633,32.99267303,2845,ROYSE CITY 5
p179u,p179uhs16_1247_69,p179uhs16_1247,p179ulv217,-96.0869117,32.88122694,2846,QUINLAN 4
p179u,p179uhs17_1247_69,p179uhs17_1247,p179ulv248,-96.03847623,32.85600878,2847,QUINLAN 5
p179u,p179uhs18_1247_69,p179uhs18_1247,p179ulv231,-96.03317315,32.90742494,2848,QUINLAN 6
p179u,p179uhs19_1247_69,p179uhs19_1247,p179ulv267,-95.78885541,32.88978006,4255,POINT 1
p179u,p179uhs1_1247_69,p179uhs1_1247,p179ulv10761,-96.07030853,33.0680535,2853,GREENVILLE 7
p179u,p179uhs20_1247_69,p179uhs20_1247,p179ulv276,-95.67424025,32.89217184,4501,YANTIS 2
p179u,p179uhs21_1247_69,p179uhs21_1247,p179ulv282,-96.24829562,32.83202323,2849,TERRELL 5
p179u,p179uhs24_1247_69,p179uhs24_1247,p179ulv6680,-96.0780549,33.07621952,2853,GREENVILLE 7
p179u,p179uhs2_1247_69,p179uhs2_1247,p179ulv260,-95.87925867,32.9182065,2835,LONE OAK 4
p179u,p179uhs3_1247_69,p179uhs3_1247,p179ulv185,-96.09769744,33.05036854,2836,CADDO MILLS 3
p179u,p179uhs5_1247_69,p179uhs5_1247,p179ulv109,-96.25960933,33.00647349,2838,CADDO MILLS 4
p179u,p179uhs8_1247_69,p179uhs8_1247,p179ulv55,-96.09593839,33.15957629,2841,GREENVILLE 4
p179u,p179uhs9_1247_69,p179uhs9_1247,p179ulv1249,-96.15115615,33.11952897,2842,GREENVILLE 5
p183u,p183uhs0_1247_69,p183uhs0_1247,p183ulv508,-95.9933128,32.31447309,4243,EUSTACE 1
p183u,p183uhs10_1247_69,p183uhs10_1247,p183ulv95,-96.40920759,32.75625366,2857,FORNEY 5
p183u,p183uhs11_1247_69,p183uhs11_1247,p183ulv894,-96.01196733,32.71069497,4528,WILLS POINT 3
p183u,p183uhs13_1247_69,p183uhs13_1247,p183ulv307,-96.29328322,32.57558135,1558,KAUFMAN 4
p183u,p183uhs14_1247_69,p183uhs14_1247,p183ulv6,-96.47394289,32.80166588,2858,FORNEY 6
p183u,p183uhs15_1247_69,p183uhs15_1247,p183ulv136,-96.46633513,32.6303275,1560,CRANDALL 1
p183u,p183uhs16_1247_69,p183uhs16_1247,p183ulv106,-96.40932301,32.71689054,1561,FORNEY 2
p183u,p183uhs17_1247_69,p183uhs17_1247,p183ulv170,-96.4457528,32.60688947,1562,CRANDALL 2
p183u,p183uhs18_1247_69,p183uhs18_1247,p183ulv366,-96.32039506,32.53228681,1563,SCURRY 3
p183u,p183uhs19_1247_69,p183uhs19_1247,p183ulv213,-96.27427374,32.74336543,2860,TERRELL 9
p183u,p183uhs20_1247_69,p183uhs20_1247,p183ulv253,-96.17328781,32.71102105,2859,TERRELL 8
p183u,p183uhs21_1247_69,p183uhs21_1247,p183ulv315,-96.24991752,32.57498184,1564,KAUFMAN 6
p183u,p183uhs22_1247_69,p183uhs22_1247,p183ulv319,-95.88943546,32.69578573,4530,EDGEWOOD 3
p183u,p183uhs23_1247_69,p183uhs23_1247,p183ulv326,-95.71999683,32.6977395,4531,GRAND SALINE 2
p183u,p183uhs24_1247_69,p183uhs24_1247,p183ulv514,-95.86679857,32.54164811,4532,CANTON 3
p183u,p183uhs25_1247_69,p183uhs25_1247,p183ulv367,-96.23872381,32.44170391,1565,KEMP 2
p183u,p183uhs26_1247_69,p183uhs26_1247,p183ulv997,-96.20155296,32.33316105,1566,KEMP 3
p183u,p183uhs27_1247_69,p183uhs27_1247,p183ulv393,-96.15828755,32.34773781,1567,KEMP 4
p183u,p183uhs28_1247_69,p183uhs28_1247,p183ulv421,-96.16096064,32.25949944,1568,TRINIDAD 1
p183u,p183uhs29_1247_69,p183uhs29_1247,p183ulv470,-96.12711585,32.29119218,4533,TRINIDAD 3
p183u,p183uhs2_1247_69,p183uhs2_1247,p183ulv31,-96.47548096,32.7593375,2854,FORNEY 4
p183u,p183uhs31_1247_69,p183uhs31_1247,p183ulv2997,-96.08749826,32.24348238,4533,TRINIDAD 3
p183u,p183uhs33_1247_69,p183uhs33_1247,p183ulv5951,-95.72469953,32.45810881,4536,BEN WHEELER 4
p183u,p183uhs34_1247_69,p183uhs34_1247,p183ulv14647,-96.32198083,32.73558068,2861,TERRELL 10
p183u,p183uhs3_1247_69,p183uhs3_1247,p183ulv245,-96.27412671,32.69973943,2855,TERRELL 6
p183u,p183uhs4_1247_69,p183uhs4_1247,p183ulv462,-96.12640274,32.30974088,1567,KEMP 4
p183u,p183uhs5_1247_69,p183uhs5_1247,p183ulv78,-96.48962329,32.73047035,1557,FORNEY 1
p183u,p183uhs6_1247_69,p183uhs6_1247,p183ulv117,-96.33066911,32.71121832,2861,TERRELL 10
p183u,p183uhs7_1247_69,p183uhs7_1247,p183ulv10654,-96.29239349,32.57425012,1558,KAUFMAN 4
p25r,p25rhs22_1247_69,p25rhs22_1247,p25rlv156,-97.76613896,32.27312192,2135,GLEN ROSE 2
p25r,p25rhs23_1247_69,p25rhs23_1247,p25rlv3120,-97.81355724,32.24756263,2135,GLEN ROSE 2
p25r,p25rhs25_1247_69,p25rhs25_1247,p25rlv215,-97.6162799,32.27393114,1842,NEMO 1
p25r,p25rhs28_1247_69,p25rhs28_1247,p25rlv20483,-97.16142287,32.2434746,1978,RIO VISTA 1
p25r,p25rhs5_1247_69,p25rhs5_1247,p25rlv1048,-97.14484293,32.24606068,2041,KEENE 3
p26r,p26rhs10_1247_69,p26rhs10_1247,p26rlv88,-97.5125137,33.03697051,2176,NEWARK 4
p26r,p26rhs19_1247_69,p26rhs19_1247,p26rlv323,-97.64998096,33.18139136,1860,PARADISE 4
p26r,p26rhs28_1247_69,p26rhs28_1247,p26rlv29,-97.65349686,33.08535491,1850,PARADISE 1
p26r,p26rhs36_1247_69,p26rhs36_1247,p26rlv73,-97.49505866,33.12906244,1871,RHOME 2
p26r,p26rhs37_1247_69,p26rhs37_1247,p26rlv355,-97.39832343,33.16944292,1872,JUSTIN 1
p26r,p26rhs3_1247_69,p26rhs3_1247,p26rlv7210,-97.80210071,33.19608396,1849,BRIDGEPORT 1
p26r,p26rhs4_1247_69,p26rhs4_1247,p26rlv10,-97.79774454,33.0496062,1891,SPRINGTOWN 2
p26r,p26rhs5_1247_69,p26rhs5_1247,p26rlv12,-97.69387609,33.12458544,1851,PARADISE 2
p26r,p26rhs6_1247_69,p26rhs6_1247,p26rlv368,-97.81081403,33.07596622,1852,PARADISE 3
p26r,p26rhs7_1247_69,p26rhs7_1247,p26rlv25077,-97.60420294,33.01881807,1853,BOYD 1
p26r,p26rhs8_1247_69,p26rhs8_1247,p26rlv30,-97.6087363,33.12894087,1854,BOYD 2
p26r,p26rhs9_1247_69,p26rhs9_1247,p26rlv746,-97.47698513,33.15086016,1855,RHOME 1
p29r,p29rhs11_1247_69,p29rhs11_1247,p29rlv79,-97.78957956,32.97414288,1891,SPRINGTOWN 2
p29r,p29rhs13_1247_69,p29rhs13_1247,p29rlv207,-97.80881862,32.82701922,2132,WEATHERFORD 5
p29r,p29rhs14_1247_69,p29rhs14_1247,p29rlv112,-97.73524025,32.89758973,1894,WEATHERFORD 1
p29r,p29rhs20_1247_69,p29rhs20_1247,p29rlv285,-97.69445537,32.92194623,2141,SPRINGTOWN 4
p29r,p29rhs21_1247_69,p29rhs21_1247,p29rlv307,-97.70844263,32.82937092,2170,WEATHERFORD 8
p29r,p29rhs22_1247_69,p29rhs22_1247,p29rlv862,-97.65215053,32.63813657,1902,ALEDO 1
p29r,p29rhs23_1247_69,p29rhs23_1247,p29rlv1009,-97.72544345,32.50688736,2166,GRANBURY 9
p29r,p29rhs2_1247_69,p29rhs2_1247,p29rlv269,-97.79875295,32.60353473,2150,CRESSON 4
p29r,p29rhs30_1247_69,p29rhs30_1247,p29rlv465,-97.75624394,32.32595695,2172,GLEN ROSE 4
p29r,p29rhs32_1247_69,p29rhs32_1247,p29rlv493,-97.66885616,32.41282317,1912,GODLEY 1
p29r,p29rhs33_1247_69,p29rhs33_1247,p29rlv83,-97.81422391,32.96048909,1891,SPRINGTOWN 2
p29r,p29rhs39_1247_69,p29rhs39_1247,p29rlv257,-97.80641903,32.64337741,1919,ALEDO 2
p30r,p30rhs0_1247_69,p30rhs0_1247,p30rlv231,-95.78888677,32.65261597,4223,FRUITVALE 1
p30r,p30rhs13_1247_69,p30rhs13_1247,p30rlv402,-95.71207352,32.34679494,4472,MURCHISON 3
p30r,p30rhs17_1247_69,p30rhs17_1247,p30rlv174,-96.11213184,32.54743277,1276,MABANK 1
p30r,p30rhs18_1247_69,p30rhs18_1247,p30rlv183,-95.93317626,32.64480477,4239,CANTON 1
p30r,p30rhs19_1247_69,p30rhs19_1247,p30rlv179,-95.80932155,32.70454097,4257,EDGEWOOD 2
p30r,p30rhs20_1247_69,p30rhs20_1247,p30rlv337,-95.86151483,32.51976786,4532,CANTON 3
p30r,p30rhs21_1247_69,p30rhs21_1247,p30rlv241,-95.73049201,32.63446582,4242,GRAND SALINE 1
p30r,p30rhs22_1247_69,p30rhs22_1247,p30rlv315,-95.98284181,32.34964255,4243,EUSTACE 1
p30r,p30rhs26_1247_69,p30rhs26_1247,p30rlv906,-95.72111206,32.28777118,4247,MURCHISON 2
p30r,p30rhs27_1247_69,p30rhs27_1247,p30rlv382,-95.67257255,32.4071727,4248,BEN WHEELER 3
p30r,p30rhs28_1247_69,p30rhs28_1247,p30rlv6635,-95.66382387,32.73872337,4249,ALBA 1
p30r,p30rhs3_1247_69,p30rhs3_1247,p30rlv349,-95.91785202,32.45840767,4226,MABANK 2
p30r,p30rhs5_1247_69,p30rhs5_1247,p30rlv1914,-95.9550648,32.24513284,4524,EUSTACE 2
p30r,p30rhs6_1247_69,p30rhs6_1247,p30rlv394,-95.81108808,32.27113675,4229,MURCHISON 1
p30r,p30rhs7_1247_69,p30rhs7_1247,p30rlv264,-95.664484,32.59538977,4230,VAN 1
p30r,p30rhs9_1247_69,p30rhs9_1247,p30rlv380,-95.6750409,32.44809163,4232,BEN WHEELER 1
p31r,p31rhs0_1247_69,p31rhs0_1247,p31rlv445,-95.95731497,32.8087893,4251,EDGEWOOD 1
p31r,p31rhs11_1247_69,p31rhs11_1247,p31rlv277,-95.76511925,33.13408766,4252,CUMBY 3
p31r,p31rhs12_1247_69,p31rhs12_1247,p31rlv114,-96.43454826,32.68588164,1560,CRANDALL 1
p31r,p31rhs13_1247_69,p31rhs13_1247,p31rlv150,-96.16999871,33.00707567,2454,CADDO MILLS 2
p31r,p31rhs14_1247_69,p31rhs14_1247,p31rlv235,-96.07109569,32.98868159,2455,QUINLAN 1
p31r,p31rhs15_1247_69,p31rhs15_1247,p31rlv236,-96.09474335,32.96305306,2456,QUINLAN 2
p31r,p31rhs16_1247_69,p31rhs16_1247,p31rlv188,-96.25090876,32.95452687,2845,ROYSE CITY 5
p31r,p31rhs17_1247_69,p31rhs17_1247,p31rlv222,-96.27867592,32.85206071,2458,TERRELL 2
p31r,p31rhs18_1247_69,p31rhs18_1247,p31rlv1600,-95.88981292,33.00802379,2459,LONE OAK 1
p31r,p31rhs19_1247_69,p31rhs19_1247,p31rlv254,-96.13395742,32.88022867,2846,QUINLAN 4
p31r,p31rhs1_1247_69,p31rhs1_1247,p31rlv153,-96.05359824,33.12878314,2450,GREENVILLE 1
p31r,p31rhs20_1247_69,p31rhs20_1247,p31rlv296,-95.91886715,32.95301034,2835,LONE OAK 4
p31r,p31rhs21_1247_69,p31rhs21_1247,p31rlv428,-96.03451722,32.6680788,2462,WILLS POINT 1
p31r,p31rhs22_1247_69,p31rhs22_1247,p31rlv267,-95.83992749,33.09730074,2844,CUMBY 2
p31r,p31rhs23_1247_69,p31rhs23_1247,p31rlv273,-95.87008903,33.02108504,2459,LONE OAK 1
p31r,p31rhs24_1247_69,p31rhs24_1247,p31rlv299,-95.84343241,32.93943312,4254,LONE OAK 5
p31r,p31rhs25_1247_69,p31rhs25_1247,p31rlv325,-95.70976005,32.88165177,4500,EMORY 2
p31r,p31rhs26_1247_69,p31rhs26_1247,p31rlv332,-96.21602754,32.82193787,2849,TERRELL 5
p31r,p31rhs27_1247_69,p31rhs27_1247,p31rlv409,-96.1535832,32.63397916,2464,KAUFMAN 7
p31r,p31rhs28_1247_69,p31rhs28_1247,p31rlv419,-96.19187855,32.57474897,1278,KAUFMAN 2
p31r,p31rhs29_1247_69,p31rhs29_1247,p31rlv906,-95.78458695,32.73603846,4257,EDGEWOOD 2
p31r,p31rhs2_1247_69,p31rhs2_1247,p31rlv10,-96.34427803,32.77699003,2445,TERRELL 1
p31r,p31rhs30_1247_69,p31rhs30_1247,p31rlv265,-95.94025758,33.06812841,2465,LONE OAK 3
p31r,p31rhs31_1247_69,p31rhs31_1247,p31rlv420,-96.13797843,32.68671211,2466,WILLS POINT 2
p31r,p31rhs3_1247_69,p31rhs3_1247,p31rlv60,-96.10224678,33.17925645,2841,GREENVILLE 4
p31r,p31rhs5_1247_69,p31rhs5_1247,p31rlv29,-96.27563313,33.19238887,2448,CELESTE 2
p31r,p31rhs6_1247_69,p31rhs6_1247,p31rlv41,-96.18015924,33.13804196,2833,GREENVILLE 2
p31r,p31rhs7_1247_69,p31rhs7_1247,p31rlv66,-96.00602489,33.19444007,2450,GREENVILLE 1
p31r,p31rhs8_1247_69,p31rhs8_1247,p31rlv110,-95.85541805,33.19271742,2844,CUMBY 2
p35r,p35rhs11_1247_69,p35rhs11_1247,p35rlv143,-96.38988379,32.54172587,1287,SCURRY 1
p35r,p35rhs12_1247_69,p35rhs12_1247,p35rlv1545,-96.26303479,32.53369183,1288,KAUFMAN 3
p35r,p35rhs13_1247_69,p35rhs13_1247,p35rlv71,-96.86238324,32.47238642,1535,RED OAK 4
p35r,p35rhs14_1247_69,p35rhs14_1247,p35rlv72,-96.79692059,32.54609908,1480,RED OAK 1
p35r,p35rhs15_1247_69,p35rhs15_1247,p35rlv104,-96.9624896,32.25147346,1296,ITALY 1
p35r,p35rhs16_1247_69,p35rhs16_1247,p35rlv125,-96.69645001,32.26694874,1290,BARDWELL 1
p35r,p35rhs17_1247_69,p35rhs17_1247,p35rlv180,-96.63029179,32.26587849,1529,ENNIS 4
p35r,p35rhs18_1247_69,p35rhs18_1247,p35rlv933,-96.37360187,32.44016995,1292,SCURRY 2
p35r,p35rhs19_1247_69,p35rhs19_1247,p35rlv174,-96.53144822,32.34801191,1293,ENNIS 2
p35r,p35rhs1_1247_69,p35rhs1_1247,p35rlv265,-96.45970325,32.24749268,1302,RICE 2
p35r,p35rhs20_1247_69,p35rhs20_1247,p35rlv369,-96.24951812,32.32951537,1294,KEMP 1
p35r,p35rhs22_1247_69,p35rhs22_1247,p35rlv120,-96.81631561,32.25321366,1296,ITALY 1
p35r,p35rhs29_1247_69,p35rhs29_1247,p35rlv205,-96.39148768,32.28511017,1302,RICE 2
p35r,p35rhs2_1247_69,p35rhs2_1247,p35rlv3,-97.07995452,32.40423651,2041,KEENE 3
p35r,p35rhs31_1247_69,p35rhs31_1247,p35rlv6324,-96.46789841,32.28044173,1302,RICE 2
p35r,p35rhs32_1247_69,p35rhs32_1247,p35rlv902,-96.60015583,32.53545689,1303,FERRIS 1
p35r,p35rhs33_1247_69,p35rhs33_1247,p35rlv1286,-96.97508531,32.25491653,1530,WAXAHACHIE 2
p35r,p35rhs3_1247_69,p35rhs3_1247,p35rlv109,-96.80966809,32.33393426,1539,WAXAHACHIE 3
p35r,p35rhs5_1247_69,p35rhs5_1247,p35rlv69,-97.00707806,32.52090132,1542,RED OAK 7
p35r,p35rhs6_1247_69,p35rhs6_1247,p35rlv138,-96.58829496,32.39888909,1282,PALMER 1
p37r,p37rhs10_1247_69,p37rhs10_1247,p37rlv405,-95.68945577,32.90658178,4501,YANTIS 2
p37r,p37rhs18_1247_69,p37rhs18_1247,p37rlv410,-95.69132222,32.87624395,4500,EMORY 2
p37r,p37rhs19_1247_69,p37rhs19_1247,p37rlv828,-95.67720729,32.76022344,4249,ALBA 1
p37r,p37rhs23_1247_69,p37rhs23_1247,p37rlv285,-95.69626865,33.18591374,4320,SULPHUR SPRINGS 3
p37r,p37rhs32_1247_69,p37rhs32_1247,p37rlv389,-95.70662885,33.05641077,4329,BRASHEAR 2
p37r,p37rhs5_1247_69,p37rhs5_1247,p37rlv396,-95.67042466,33.02094255,4329,BRASHEAR 2
p11r,p11rhs34_1247_69,p11rhs34_1247,p11rlv287,-96.50818618,29.54905372,3803,ALTAIR 2
p11r,p11rhs44_1247_69,p11rhs44_1247,p11rlv285,-96.53666783,29.58672509,3748,ROCK ISLAND 1
p15r,p15rhs12_1247_69,p15rhs12_1247,p15rlv134,-96.4627434,30.23999393,3758,BRENHAM 1
p15r,p15rhs13_1247_69,p15rhs13_1247,p15rlv103,-96.50978042,30.30314499,3879,SOMERVILLE 2
p15r,p15rhs14_1247_69,p15rhs14_1247,p15rlv26863,-96.53772034,30.21321589,3758,BRENHAM 1
p15r,p15rhs20_1247_69,p15rhs20_1247,p15rlv279,-96.46216913,30.1313565,3766,BURTON 2
p15r,p15rhs21_1247_69,p15rhs21_1247,p15rlv1479,-96.49936371,30.01609957,3767,INDUSTRY 1
p15r,p15rhs22_1247_69,p15rhs22_1247,p15rlv1084,-96.53657761,30.02435189,3767,INDUSTRY 1
p15r,p15rhs23_1247_69,p15rhs23_1247,p15rlv289,-96.48113702,30.01560572,3769,BLEIBLERVILLE 1
p15r,p15rhs24_1247_69,p15rhs24_1247,p15rlv367,-96.5220373,29.83468382,3770,NEW ULM 1
p15r,p15rhs25_1247_69,p15rhs25_1247,p15rlv370,-96.51429007,29.7831842,3801,ALLEYTON 2
p15r,p15rhs28_1247_69,p15rhs28_1247,p15rlv401,-96.51433072,29.65482021,3774,COLUMBUS 1
p176u,p176uhs11_1247_69,p176uhs11_1247,p176ulv6394,-96.52491808,30.36131978,3954,SOMERVILLE 3
p176u,p176uhs15_1247_69,p176uhs15_1247,p176ulv557,-96.25288349,30.54153396,3973,COLLEGE STATION 11
p176u,p176uhs25_1247_69,p176uhs25_1247,p176ulv517,-96.31396025,30.54392704,3963,COLLEGE STATION 6
p176u,p176uhs26_1247_69,p176uhs26_1247,p176ulv3669,-96.47108696,30.5042072,3964,SNOOK 5
p176u,p176uhs31_1247_69,p176uhs31_1247,p176ulv15294,-96.26305848,30.53057026,3973,COLLEGE STATION 11
p176u,p176uhs3_1247_69,p176uhs3_1247,p176ulv5352,-96.08947636,30.36962034,3854,NAVASOTA 3
p176u,p176uhs5_1247_69,p176uhs5_1247,p176ulv525,-96.30564615,30.5491666,3948,COLLEGE STATION 2
p176u,p176uhs6_1247_69,p176uhs6_1247,p176ulv581,-96.09393087,30.39277844,3949,NAVASOTA 4
p17r,p17rhs0_1247_69,p17rhs0_1247,p17rlv142,-95.96273298,29.27602647,2,LANE CITY 1
p17r,p17rhs10_1247_69,p17rhs10_1247,p17rlv67,-96.31401022,29.43847593,11,EGYPT 1
p17r,p17rhs11_1247_69,p17rhs11_1247,p17rlv31,-96.39066794,29.34213702,16,NADA 2
p17r,p17rhs12_1247_69,p17rhs12_1247,p17rlv50,-96.50674723,29.0027332,45,GANADO 2
p17r,p17rhs13_1247_69,p17rhs13_1247,p17rlv42,-96.45895387,29.12548174,14,LOUISE 2
p17r,p17rhs14_1247_69,p17rhs14_1247,p17rlv916,-96.32984204,29.05485006,15,LOUISE 3
p17r,p17rhs15_1247_69,p17rhs15_1247,p17rlv95,-96.31600804,29.33304211,16,NADA 2
p17r,p17rhs16_1247_69,p17rhs16_1247,p17rlv118,-96.01565634,29.34609907,17,KENDLETON 1
p17r,p17rhs17_1247_69,p17rhs17_1247,p17rlv467,-95.83956464,29.12697842,400,SWEENY 4
p17r,p17rhs18_1247_69,p17rhs18_1247,p17rlv158,-96.25846614,29.15184971,46,EL CAMPO 4
p17r,p17rhs19_1247_69,p17rhs19_1247,p17rlv175,-96.20703162,29.0425268,20,DANEVANG 2
p17r,p17rhs1_1247_69,p17rhs1_1247,p17rlv257,-95.96759464,28.82622345,3,MATAGORDA 1
p17r,p17rhs20_1247_69,p17rhs20_1247,p17rlv178,-96.21955288,28.94219235,21,ELMATON 1
p17r,p17rhs21_1247_69,p17rhs21_1247,p17rlv220,-95.87482081,28.95668368,22,BAY CITY 1
